customer_id,Churn,Days_Since_Last_Flight,Flights_Last_3_Months,Flights_Last_12_Months,Travel_Frequency_Trend,Loyalty_Tier,Tier_Downgrade_Indicator,Points_Expired,Points_Redeemed_Last_12M,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_Last_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Login,Login_Frequency_Last_90_Days,Total_Spend_Last_6_Months,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Engagement_Trend_Index
2707,1,463,0,5,-100.0,Silver,0,11219,0,45.26,1,1,12,71.58,310,0,404.79,1,1,48.58,-84.93
2708,1,235,0,5,-100.0,Platinum,1,0,0,52.48,1,3,10,61.14,243,0,502.9,4,5,90.74,-66.58
2709,0,0,6,18,47.45,Gold,0,2101,6,31.36,2,1,1,10.53,0,14,2214.3,1,11,59.41,15.56
2710,0,123,2,15,-15.25,Bronze,0,621,4,11.98,2,1,2,13.94,9,15,922.32,0,13,53.59,14.2
2711,1,214,1,7,-95.89,Bronze,1,10944,0,62.91,1,0,0,2.02,155,1,0.0,5,1,33.87,-41.35
2712,0,30,5,18,15.31,Gold,0,1811,3,20.12,1,2,2,26.94,9,13,2375.31,2,8,61.04,11.98
2713,1,416,0,4,-100.0,Gold,1,10306,0,58.85,5,1,10,71.32,124,0,126.47,3,1,112.66,-33.97
2714,1,305,0,4,-100.0,Bronze,0,19607,0,60.66,5,2,6,66.95,85,0,0.0,6,2,133.2,-23.29
2715,1,108,0,6,-100.0,Silver,1,5390,0,68.2,6,4,13,59.26,145,2,0.0,2,2,190.46,-37.5
2716,1,161,0,4,-100.0,Silver,1,17813,0,80.04,3,4,0,2.55,234,1,0.0,3,1,149.01,-63.0
2717,0,12,4,15,-18.06,Platinum,0,0,2,19.85,0,0,2,29.42,0,20,3543.98,0,6,5.96,22.22
2718,0,20,6,16,49.07,Silver,0,2926,8,27.17,0,0,2,7.48,3,12,1137.95,0,5,8.15,12.51
2719,1,451,0,4,-100.0,Bronze,0,8259,1,53.37,5,4,0,0.77,200,0,0.0,6,3,171.01,-54.79
2720,1,441,0,6,-100.0,Platinum,0,17143,0,51.88,2,1,0,3.81,220,0,629.73,1,2,65.56,-60.27
2721,1,214,0,3,-100.0,Bronze,0,10029,0,36.77,4,2,7,23.59,86,3,0.0,2,3,111.03,-20.23
2722,0,64,2,21,-35.34,Bronze,0,229,7,6.9,1,0,2,8.94,9,16,1179.16,0,7,17.07,15.31
2723,0,26,5,26,-7.59,Silver,0,0,2,10.45,1,0,1,4.14,0,19,1609.28,0,6,18.13,21.11
2724,0,37,9,21,80.61,Bronze,0,1728,5,0.66,0,1,1,37.99,0,16,918.05,0,10,20.2,17.78
2725,0,17,5,18,43.06,Platinum,0,1337,6,8.33,1,0,1,13.84,20,17,3071.32,0,7,17.5,13.41
2726,1,261,0,5,-100.0,Silver,0,4632,0,39.1,1,2,11,71.55,62,3,328.25,0,3,66.73,-13.65
2727,0,68,8,20,54.91,Silver,0,622,6,32.99,1,1,3,1.72,0,15,1168.59,1,9,44.9,16.67
2728,0,54,1,8,-45.92,Silver,0,336,4,26.96,1,0,2,23.62,13,14,883.11,0,11,23.09,11.99
2729,1,434,0,5,-100.0,Bronze,0,16533,0,65.34,5,1,11,112.05,176,1,0.0,4,1,114.6,-47.11
2730,0,49,5,17,22.09,Gold,0,0,5,9.43,1,0,1,27.64,0,15,2361.36,1,5,17.83,16.67
2731,1,462,1,4,-51.37,Bronze,1,5893,0,81.65,5,4,0,2.35,233,1,0.0,4,1,179.5,-62.72
2732,0,8,8,22,29.46,Bronze,1,2108,3,10.12,0,0,1,15.48,16,18,1019.09,1,10,3.04,15.62
2733,1,412,1,7,-87.43,Silver,0,5840,0,40.76,1,2,0,0.52,208,0,0.0,2,2,67.23,-56.99
2734,1,456,0,2,-100.0,Gold,1,9599,0,77.89,2,0,0,4.23,235,0,395.11,4,0,53.37,-64.38
2735,1,304,2,4,79.98,Silver,0,8172,0,81.98,5,0,6,77.89,113,1,0.0,2,0,99.59,-29.85
2736,0,27,3,16,-5.54,Platinum,0,1413,5,1.32,0,0,3,5.34,34,17,1453.0,0,10,0.4,9.57
2737,1,358,0,5,-100.0,Bronze,1,11310,0,66.83,4,3,0,3.25,60,3,47.87,5,0,140.05,-13.11
2738,1,162,0,3,-100.0,Bronze,1,9529,0,86.78,5,3,14,83.12,146,1,0.0,1,4,161.03,-38.89
2739,1,261,0,3,-100.0,Platinum,0,11407,1,40.55,6,3,0,3.86,29,3,636.84,4,2,162.16,-4.61
2740,0,0,6,17,28.63,Bronze,0,2456,3,4.88,3,1,2,4.25,0,15,576.97,1,4,66.46,16.67
2741,0,73,2,16,-52.27,Gold,0,2010,5,0.0,0,0,3,21.96,15,21,2573.57,0,10,0.0,19.22
2742,0,21,3,13,18.76,Silver,0,1371,4,14.6,0,1,1,32.44,4,29,740.84,0,6,24.38,31.13
2743,0,41,4,20,9.14,Bronze,0,228,4,10.91,1,0,2,3.13,16,20,1785.91,0,4,18.27,17.84
2744,1,397,0,1,-100.0,Bronze,1,11317,2,30.36,5,0,13,20.21,238,0,52.31,5,1,84.11,-65.21
2745,0,6,4,13,43.29,Silver,0,3628,4,8.48,1,0,1,13.03,0,16,1449.48,1,6,17.54,17.78
2746,1,304,0,3,-100.0,Silver,0,608,0,53.14,3,2,0,5.66,365,0,0.0,1,3,100.94,-100.0
2747,1,331,0,3,-100.0,Bronze,0,0,0,73.01,2,2,0,2.86,70,1,7.23,3,1,91.9,-18.07
2748,1,198,0,6,-100.0,Platinum,0,9672,0,40.43,2,3,14,46.05,193,2,40.43,1,0,102.13,-50.65
2749,0,19,3,14,-4.12,Gold,0,74,6,5.45,1,1,1,20.76,10,21,1105.19,0,8,36.64,20.59
2750,1,426,0,3,-100.0,Silver,0,3856,0,56.61,3,2,0,4.0,113,0,163.02,5,3,101.98,-30.96
2751,1,160,0,15,-100.0,Bronze,1,3173,0,79.82,7,2,10,88.93,116,0,0.0,1,1,168.95,-31.78
2752,0,0,7,25,19.75,Gold,0,1660,2,0.0,1,1,1,4.48,0,21,3085.29,0,12,35.0,23.33
2753,0,20,5,21,11.02,Platinum,0,3180,6,4.53,0,0,2,20.1,40,19,3320.26,0,5,1.36,10.15
2754,0,44,5,16,49.91,Platinum,0,2627,4,9.13,1,0,3,16.85,0,18,2624.67,0,7,17.74,20.0
2755,0,225,2,18,-60.9,Platinum,0,2009,4,4.34,0,0,2,18.66,80,19,3496.93,0,6,1.3,-0.81
2756,0,36,4,20,-5.24,Bronze,0,66,3,12.39,3,0,3,1.28,0,16,1424.66,1,6,48.72,17.78
2757,0,26,3,18,-7.71,Platinum,0,3946,5,4.48,1,0,1,8.17,9,20,1834.59,0,7,16.34,19.76
2758,1,288,0,7,-100.0,Silver,0,6368,1,45.03,4,3,9,48.15,296,1,0.0,6,0,133.51,-79.98
2759,1,178,0,0,-100.0,Silver,1,9600,0,43.01,3,4,0,3.06,188,2,0.0,4,3,137.9,-49.28
2760,0,22,1,12,-64.94,Bronze,0,816,1,17.67,0,0,1,9.79,6,20,662.02,1,8,5.3,20.58
2761,1,458,0,15,-100.0,Bronze,1,7252,0,84.45,2,2,7,98.29,215,1,0.0,3,2,95.34,-57.79
2762,0,57,8,25,23.27,Silver,0,0,5,15.13,1,1,2,13.88,0,18,1235.79,0,10,39.54,20.0
2763,0,82,2,26,-51.58,Gold,0,1808,7,8.43,0,1,1,17.95,12,11,2064.34,1,9,22.53,8.93
2764,0,89,3,18,-22.91,Gold,0,1055,4,0.76,1,0,1,27.35,7,25,2289.93,1,8,15.23,25.86
2765,0,0,6,12,64.05,Silver,0,379,3,0.0,1,1,2,1.0,6,22,919.56,0,6,35.0,22.8
2766,0,32,4,16,14.54,Gold,0,0,6,0.0,1,0,3,24.56,7,22,2090.33,1,9,15.0,22.53
2767,0,50,2,12,-34.13,Silver,0,3134,1,19.32,0,0,3,19.13,0,23,1432.35,0,11,5.8,25.56
2768,0,63,5,19,16.22,Silver,1,2822,6,1.89,1,0,3,16.81,0,16,2215.98,0,8,15.57,17.78
2769,1,361,0,7,-100.0,Bronze,1,12349,0,49.17,3,1,7,99.22,101,1,0.0,2,4,79.75,-26.56
2770,1,269,1,6,-86.55,Bronze,0,2574,0,56.7,8,0,11,98.61,123,3,0.0,3,0,137.01,-30.37
2771,0,54,5,14,43.75,Gold,0,0,5,7.24,2,0,1,4.82,34,9,990.15,1,8,32.17,0.68
2772,0,112,3,21,-39.04,Bronze,0,2655,0,12.43,1,0,3,25.21,2,22,1623.26,0,14,18.73,23.9
2773,1,412,0,2,-100.0,Gold,1,19062,0,65.68,3,2,0,5.23,121,1,0.0,2,1,104.7,-32.04
2774,1,219,1,5,-52.99,Bronze,0,13637,1,84.99,1,2,7,80.45,137,0,0.0,6,2,80.5,-37.53
2775,0,68,9,21,87.23,Silver,0,1187,3,23.3,2,1,1,20.29,8,16,1330.36,0,8,56.99,15.59
2776,0,28,2,14,-41.78,Bronze,0,0,5,21.6,0,0,1,32.96,0,25,1139.59,1,5,6.48,27.78
2777,0,20,4,15,24.59,Bronze,0,735,1,10.78,1,0,2,6.93,0,14,767.63,1,4,18.23,15.56
2778,0,44,3,16,9.8,Bronze,0,2118,2,11.02,1,0,1,8.12,15,21,1037.45,1,11,18.31,19.22
2779,1,374,1,2,51.2,Silver,0,6130,0,45.87,6,3,8,93.74,52,2,0.0,5,1,163.76,-12.02
2780,0,18,6,14,76.68,Gold,0,0,4,20.78,2,0,1,12.14,13,15,1987.46,0,9,36.23,13.11
2781,0,22,5,19,7.98,Gold,0,857,2,4.28,2,0,3,16.62,17,15,2042.82,1,11,31.28,12.01
2782,1,276,0,4,-99.52,Silver,0,20215,0,94.21,1,2,0,4.44,199,0,1.76,3,0,83.26,-54.52
2783,1,380,0,3,-100.0,Bronze,0,0,1,85.69,6,3,12,90.7,220,1,0.0,4,0,175.71,-59.16
2784,1,481,0,1,-100.0,Bronze,1,14280,0,44.84,5,1,13,54.18,329,0,0.0,2,2,108.45,-90.14
2785,1,511,0,7,-100.0,Platinum,0,8260,0,38.95,2,4,0,3.3,165,2,143.09,3,2,121.68,-42.98
2786,1,99,0,8,-99.03,Bronze,1,15276,0,99.57,2,3,13,98.39,122,2,658.43,6,0,119.87,-31.2
2787,1,415,0,6,-100.0,Bronze,0,5100,0,42.09,2,2,14,76.03,365,0,134.04,6,2,82.63,-100.0
2788,1,72,0,9,-100.0,Platinum,0,1182,1,78.15,2,3,0,5.44,148,2,116.61,4,0,113.44,-38.33
2789,0,13,2,22,-77.1,Silver,0,0,1,3.27,1,0,3,14.45,3,14,1859.58,0,13,15.98,14.73
2790,0,77,8,21,61.41,Platinum,0,1005,6,5.9,0,1,4,33.27,0,15,2995.92,1,10,21.77,16.67
2791,1,197,1,7,-67.38,Silver,0,9426,0,56.01,8,3,0,1.79,113,0,0.0,4,1,196.8,-30.96
2792,1,308,2,2,157.69,Gold,0,5022,0,82.4,5,2,0,4.06,119,1,0.0,4,0,139.72,-31.49
2793,1,273,2,4,50.33,Silver,0,9624,0,51.48,3,3,13,51.92,53,2,27.63,3,3,120.44,-12.3
2794,1,263,0,3,-100.0,Bronze,0,10138,0,54.08,3,1,0,1.06,128,0,164.7,4,1,81.22,-35.07
2795,1,243,0,4,-100.0,Silver,1,0,0,26.65,1,2,0,2.15,133,3,0.0,4,1,63.0,-33.11
2796,0,39,7,20,46.6,Silver,0,618,3,26.02,0,0,4,24.28,11,19,2882.78,0,10,7.81,18.1
2797,0,25,2,21,-67.08,Bronze,0,2740,2,34.57,2,0,4,18.42,8,18,1707.85,3,4,40.37,17.81
2798,0,19,6,24,6.81,Bronze,0,1744,2,3.33,0,0,4,10.580165908184261,0,19,1676.78,0,13,1.0,21.11
2799,1,333,0,4,-100.0,Bronze,0,13406,0,61.15,2,1,0,3.03,244,2,0.0,5,1,68.34,-64.63
2800,1,428,0,3,-100.0,Bronze,1,0,0,37.67,5,1,11,101.69,165,1,0.0,5,6,106.3,-44.09
2801,0,88,3,17,-7.99,Silver,0,441,1,5.26,4,1,1,23.25,9,19,1339.46,1,9,81.58,18.65
2802,0,73,3,24,-59.02,Platinum,0,434,8,5.83,0,0,1,30.21,22,9,1944.58,0,5,1.75,3.97
2803,0,32,1,13,-77.73,Bronze,0,3656,2,6.44,1,0,3,22.2,3,16,1255.57,1,13,16.93,16.96
2804,1,353,0,4,-100.0,Platinum,0,25948,0,37.9,2,2,0,2.52,170,0,0.0,4,4,81.37,-46.58
2805,1,238,1,5,-38.93,Bronze,0,9576,0,19.74,3,4,0,2.64,188,2,0.0,3,2,130.92,-49.28
2806,0,45,5,19,25.75,Gold,0,1277,3,9.92,1,1,4,15.428793417965785,0,16,2278.0,0,3,37.98,17.78
2807,0,16,5,15,61.89,Bronze,0,233,1,18.93,0,0,7,16.624337850910628,0,18,1257.5,1,9,5.68,20.0
2808,1,348,1,3,-21.04,Gold,0,3737,0,79.12,7,4,0,3.15,169,1,0.0,3,0,208.74,-45.19
2809,1,167,1,2,60.7,Silver,0,0,0,93.7,9,2,13,52.61,121,2,145.36,1,1,203.11,-30.93
2810,0,68,4,24,8.8,Bronze,0,1097,3,11.24,0,0,3,14.4,9,17,418.56,0,11,3.37,16.42
2811,1,170,2,4,95.38,Bronze,0,11563,0,72.58,5,4,11,56.43,115,0,4.73,4,2,176.77,-31.51
2812,0,77,6,13,103.17,Gold,0,3370,8,2.21,1,0,3,17.95,0,21,1706.18,0,7,15.66,23.33
2813,0,67,4,54,0.65,Silver,0,1780,2,25.14,1,0,3,23.16,0,16,7828.930097222121,0,4,22.54,17.78
2814,0,68,5,18,29.06,Silver,0,2821,3,10.84,0,0,2,14.36,0,20,1379.49,1,8,3.25,22.22
2815,1,367,0,5,-100.0,Bronze,0,10351,0,44.68,8,2,0,3.27,159,2,0.0,3,1,173.4,-41.34
2816,0,60,7,24,12.14,Silver,0,0,4,6.82,0,0,7,29.88824121312296,0,15,1075.47,0,11,2.05,16.67
2817,0,7,4,19,-22.34,Silver,0,1463,4,12.38,1,0,1,6.52,9,20,1064.46,0,7,18.71,19.76
2818,1,568,0,0,-91.32,Silver,0,7506,2,38.97,3,3,0,4.7,126,1,0.0,6,2,116.69,-33.41
2819,1,662,0,3,-100.0,Gold,0,5804,0,34.77,4,3,10,97.1,129,2,0.0,4,2,130.43,-33.12
2820,1,267,0,3,-100.0,Bronze,1,12023,1,64.73,3,2,0,2.19,365,0,0.0,2,3,104.42,-100.0
2821,1,498,2,6,-44.77,Bronze,1,0,2,74.8,5,1,0,5.21,84,2,135.61,3,2,117.44,-20.79
2822,1,334,0,5,-100.0,Bronze,0,31,0,25.23,5,2,8,43.95,365,0,0.0,7,3,122.57,-100.0
2823,0,60,5,19,11.23,Silver,1,351,5,2.95,1,0,1,15.05,8,18,1121.85,1,7,15.88,17.81
2824,0,72,2,14,-44.72,Gold,0,3398,4,14.38,1,0,3,10.6,15,20,1792.14,0,14,19.31,18.11
2825,0,32,1,14,-77.28,Silver,0,2724,5,8.65,0,0,2,16.54,38,16,1697.4,0,9,2.6,7.37
2826,0,126,6,57,51.22,Bronze,0,2394,5,26.51,2,0,2,10.34,27,17,2585.4806674988777,0,11,37.95,11.49
2827,0,248,8,27,32.76,Silver,0,947,3,23.02,1,1,1,13.42,69,18,2219.18,0,5,41.91,1.1
2828,1,435,0,2,-100.0,Silver,0,11520,1,31.99,7,3,12,112.22,102,1,0.0,4,1,174.6,-26.83
2829,1,224,0,6,-100.0,Platinum,0,5094,0,35.94,3,4,5,73.14,365,0,505.61,1,3,135.78,-100.0
2830,0,97,2,13,-54.87,Bronze,0,3500,3,14.54,0,0,3,17.24,4,18,1417.95,0,9,4.36,18.9
2831,1,711,0,4,-100.0,Silver,1,12373,1,43.24,1,5,0,5.43,157,1,187.14,3,0,127.97,-41.9
2832,0,45,1,19,-90.14,Silver,0,777,0,19.03,0,1,1,6.61,3,21,1767.22,1,7,25.71,22.51
2833,1,371,0,3,-100.0,Bronze,1,1911,1,92.81,3,0,8,74.28,183,0,0.0,2,0,72.84,-50.14
2834,0,40,10,21,153.68,Gold,0,2608,0,3.49,2,1,1,11.21,0,11,1167.74,1,8,51.05,12.22
2835,1,315,0,7,-100.0,Bronze,0,7394,0,14.36,5,0,11,55.87,312,0,30.92,1,2,79.31,-85.48
2836,0,11,6,12,99.93,Bronze,0,3875,6,27.55,1,0,11,18.01439988461844,0,22,1279.31,0,6,23.26,24.44
2837,1,545,0,3,-100.0,Gold,1,4938,1,24.39,2,2,14,88.94,324,0,328.35,3,1,77.32,-88.77
2838,1,100,1,5,-45.94,Bronze,0,17740,0,36.04,7,4,5,129.61,168,0,0.0,1,2,195.81,-46.03
2839,0,77,2,11,-42.24,Platinum,0,2730,6,19.27,1,0,2,1.97,46,16,2057.02,0,10,20.78,5.18
2840,0,71,9,22,53.51,Bronze,0,1726,3,2.1,0,0,2,8.62,5,14,1963.4,0,5,0.63,14.19
2841,0,52,4,21,3.92,Bronze,0,0,3,18.74,0,0,2,25.34,6,13,965.61,1,12,5.62,12.8
2842,0,37,4,19,-3.02,Bronze,0,2977,0,0.0,1,0,2,5.53,4,20,1736.79,0,13,15.0,21.13
2843,1,343,0,3,-100.0,Silver,0,5601,1,57.52,5,1,9,72.61,132,1,0.0,3,0,112.26,-35.05
2844,0,99,5,20,24.01,Platinum,0,0,2,7.5,1,0,1,14.2,0,11,4204.87,1,12,17.25,12.22
2845,1,198,0,8,-100.0,Silver,0,14387,0,43.97,0,1,0,4.65,323,0,35.12,3,1,33.19,-88.49
2846,1,273,0,1,-100.0,Silver,1,9727,0,65.55,8,5,0,2.53,168,2,85.52,5,1,239.66,-43.81
2847,0,24,3,17,-12.51,Silver,1,412,2,0.44,0,0,7,12.814848459451792,18,14,1786.1,0,5,0.13,10.62
2848,0,61,3,20,-21.85,Bronze,0,1472,4,14.52,1,0,4,4.1,20,13,1899.35,0,11,19.36,8.96
2849,1,247,0,1,-100.0,Silver,0,2458,0,27.2,2,5,0,3.13,263,1,0.0,6,2,138.16,-70.94
2850,0,0,11,18,157.95,Silver,0,1080,3,3.47,2,1,2,1.0,0,18,651.89,0,7,51.04,20.0
2851,0,16,4,14,34.01,Gold,0,2896,6,3.91,0,2,2,15.75,1,17,1870.02,1,8,41.17,18.61
2852,1,166,1,4,-21.08,Bronze,0,10393,0,66.62,2,1,11,76.17,75,0,0.0,5,0,69.99,-20.55
2853,1,330,0,9,-100.0,Bronze,0,9787,0,45.13,4,3,13,68.64,365,0,0.0,4,0,133.54,-100.0
2854,1,271,2,4,73.25,Bronze,0,0,0,45.42,2,1,0,3.47,170,1,0.0,4,4,63.63,-45.46
2855,0,42,10,19,136.47,Platinum,0,0,0,2.69,0,0,1,12.65,0,20,2279.82,0,9,0.81,22.22
2856,1,285,0,6,-100.0,Silver,0,5746,0,69.64,6,2,10,83.44,169,3,0.0,7,4,150.89,-42.97
2857,1,496,0,1,-100.0,Silver,1,8194,0,60.56,2,4,10,83.45,126,2,0.0,3,0,128.17,-32.3
2858,1,318,0,4,-100.0,Silver,0,16874,0,73.46,7,1,0,5.32,97,2,123.13,4,3,147.04,-24.35
2859,0,0,10,19,133.99,Silver,0,1121,6,8.82,1,0,4,6.45,12,12,2239.29,0,11,17.65,10.05
2860,0,61,3,54,-42.51,Bronze,1,684,1,5.39,0,0,2,34.67,10,24,3027.748709409482,0,2,1.62,23.93
2861,0,32,4,15,37.1,Silver,0,799,4,8.33,1,0,1,8.76,64,23,1812.85,1,9,17.5,8.02
2862,1,211,0,6,-100.0,Bronze,1,12901,0,84.15,9,0,0,0.6,108,1,188.98,8,1,160.24,-28.48
2863,1,308,2,4,53.99,Gold,0,5418,0,60.73,3,1,14,140.55,53,3,122.18,1,0,83.22,-11.19
2864,1,225,0,2,-100.0,Silver,0,0,0,17.21,1,3,0,2.8,87,0,47.79,4,0,80.16,-23.84
2865,1,449,0,2,-100.0,Silver,0,15479,0,42.98,2,3,0,3.12,96,0,0.0,4,1,102.89,-26.3
2866,0,19,1,13,-48.06,Bronze,0,5613,6,14.78,0,0,1,13.35,35,9,1123.28,2,13,4.43,0.41
2867,1,250,0,0,-100.0,Bronze,0,11431,0,73.88,7,2,12,50.78,222,0,0.0,3,0,167.16,-60.82
2868,0,79,2,12,-29.56,Gold,0,1116,5,10.77,0,0,2,15.74,3,15,735.9,1,12,3.23,15.84
2869,0,44,4,22,-10.57,Bronze,0,451,7,12.6,0,0,3,25.06,0,16,741.59,0,9,3.78,17.78
2870,1,301,0,4,-100.0,Bronze,1,0,0,83.07,5,8,12,32.81,175,1,0.0,4,1,259.92,-46.83
2871,1,353,0,4,-100.0,Silver,0,0,0,84.71,5,0,9,51.14,83,2,0.0,6,1,100.41,-20.52
2872,1,297,1,4,-10.87,Bronze,0,3769,0,71.93,2,0,0,0.96,131,1,0.0,4,0,51.58,-34.78
2873,1,183,0,6,-100.0,Gold,0,16827,0,56.18,4,1,14,49.63,179,1,378.50096870658683,5,2,96.85,-47.93
2874,1,306,0,5,-100.0,Bronze,1,2744,0,25.12,4,4,11,92.01,138,3,0.0,2,1,147.54,-34.47
2875,0,66,10,22,119.42,Silver,0,4146,3,3.06,1,1,2,23.17,1,14,2396.22,1,8,35.92,15.28
2876,1,472,0,5,-100.0,Gold,1,3224,1,12.53,3,1,0,1.25,305,1,22.88,3,3,68.76,-82.45
2877,1,271,1,8,-59.22,Bronze,0,0,0,68.94,2,3,0,5.6,217,1,0.0,3,1,110.68,-58.34
2878,1,435,0,3,-100.0,Silver,0,6842,1,57.81,3,2,14,93.65,220,1,0.0,3,2,102.34,-59.16
2879,1,497,1,5,-83.03,Silver,0,20491,0,77.24,4,2,11,72.51,209,0,0.0,3,0,123.17,-57.26
2880,1,221,0,3,-100.0,Gold,0,13040,0,99.14,5,2,0,1.37,241,0,0.0,4,2,144.74,-66.03
2881,1,409,1,4,-26.14,Gold,0,10431,1,74.72,7,1,0,1.65,130,2,145.26,1,2,147.42,-33.39
2882,1,264,0,5,-100.0,Gold,0,4404,0,19.58,6,1,12,86.33,103,1,0.0,3,2,115.87,-27.11
2883,0,15,3,12,8.09,Gold,0,0,5,0.44,4,0,1,13.17,5,22,1449.86,1,9,60.13,23.07
2884,0,20,3,17,-36.42,Bronze,0,2927,4,0.0,3,0,0,1.29,2,16,741.75,1,6,45.0,17.23
2885,0,17,2,17,-43.75,Bronze,0,1728,4,3.49,2,0,1,12.27,35,22,1926.58,0,9,31.05,14.86
2886,1,133,0,6,-100.0,Silver,0,0,0,100.0,2,4,14,105.43,56,2,0.0,2,2,140.0,-13.12
2887,1,226,0,7,-100.0,Bronze,0,12562,0,25.1,3,4,13,94.33,214,1,204.96,1,1,132.53,-57.52
2888,1,450,0,3,-100.0,Bronze,1,6695,1,55.17,4,1,0,2.54,120,3,0.0,5,2,96.55,-29.54
2889,1,129,0,4,-100.0,Silver,1,10884,0,88.53,2,2,0,4.92,124,1,0.0,3,1,96.56,-32.86
2890,1,378,0,4,-100.0,Silver,0,0,1,80.75,3,3,11,125.91,230,0,300.75,4,1,129.22,-63.01
2891,0,24,7,21,56.89,Platinum,0,2384,1,21.68,0,0,3,13.22,10,10,2822.98,0,7,6.5,8.37
2892,1,395,0,4,-100.0,Bronze,0,11504,2,26.12,6,3,0,4.68,200,0,0.0,1,1,157.84,-54.79
2893,1,505,0,7,-100.0,Bronze,0,19936,0,30.6,6,3,14,52.92,87,0,0.0,4,4,159.18,-23.84
2894,0,24,2,20,-20.37,Gold,0,356,5,9.99,0,0,2,8.22,6,19,2868.63,1,8,3.0,19.47
2895,0,0,9,17,123.66,Bronze,0,1265,5,7.32,1,1,2,23.73,0,11,886.95,0,8,37.2,12.22
2896,0,77,4,20,1.2,Bronze,0,2163,4,7.79,1,0,0,4.67,2,10,1099.52,1,12,17.34,10.56
2897,0,145,2,15,-65.06,Bronze,0,1662,3,2.14,0,0,1,27.63,35,19,1219.76,0,5,0.64,11.52
2898,1,332,1,5,-40.31,Bronze,0,3381,1,89.35,3,2,14,91.66,249,0,0.0,1,1,111.8,-68.22
2899,1,293,0,3,-100.0,Gold,0,0,0,55.19,4,1,14,164.08,66,3,21.85,5,2,96.56,-14.75
2900,1,464,0,1,-100.0,Silver,0,15280,0,93.4,3,4,8,22.46,219,1,0.0,3,3,153.02,-58.89
2901,1,228,0,4,-100.0,Bronze,1,0,0,69.69,5,1,0,4.42,193,1,0.0,4,1,115.91,-51.77
2902,1,140,0,5,-100.0,Silver,0,15539,0,11.65,2,1,0,0.65,15,1,99.79,1,2,53.5,-3.0
2903,0,45,1,13,-78.4,Gold,0,1496,2,7.34,0,0,1,25.06,2,21,1457.68,0,5,2.2,22.79
2904,0,102,4,16,15.17,Platinum,0,3958,4,15.69,2,0,4,24.11,0,20,1589.2,0,5,34.71,22.22
2905,0,56,1,13,-55.07,Bronze,0,0,5,18.05,2,0,2,25.76,1,19,1901.58,1,4,35.42,20.84
2906,1,361,0,7,-100.0,Bronze,0,7606,0,78.07,4,1,7,47.11,66,0,129.74,3,2,103.42,-18.08
2907,1,125,1,2,40.42,Gold,1,23133,0,37.91,9,2,0,1.26,101,2,191.75,4,2,186.37,-25.45
2908,0,38,5,57,34.44,Silver,0,1561,3,28.02,1,1,1,35.9,0,10,9068.264967496021,0,8,43.41,11.11
2909,1,81,0,0,-100.0,Silver,0,5749,0,41.5,6,2,8,90.22,354,0,0.0,4,1,142.45,-96.99
2910,1,140,0,6,-100.0,Bronze,0,10328,0,58.09,3,2,0,1.22,61,1,0.0,4,4,102.43,-15.6
2911,1,545,1,2,48.14,Bronze,0,0,1,62.25,6,1,10,88.14,183,0,101.44,3,2,128.68,-50.14
2912,1,223,0,5,-100.0,Gold,0,16833,0,29.69,3,1,0,3.85,194,1,0.0,3,0,73.91,-52.04
2913,0,53,5,19,10.99,Gold,0,3828,8,11.93,1,0,2,4.96,6,25,2086.08,0,3,18.58,26.13
2914,1,730,0,3,-100.0,Silver,1,11932,0,73.3,7,0,11,79.81,61,2,0.0,4,2,126.99,-14.49
2915,1,467,0,6,-100.0,Bronze,1,10510,0,83.81,5,4,0,2.83,365,1,0.0,1,3,180.14,-98.89
2916,1,447,0,5,-100.0,Bronze,0,13998,1,56.73,6,0,14,95.33,97,2,412.06,7,1,107.02,-24.35
2917,0,22,4,15,35.67,Bronze,0,1895,2,6.12,0,1,2,27.01,9,20,673.34,0,10,21.84,19.76
2918,0,43,3,17,-54.84,Gold,0,0,3,27.04,0,0,1,5.64,4,17,1452.94,1,7,8.11,17.79
2919,1,264,0,8,-100.0,Bronze,1,0,0,60.47,3,0,8,43.06,249,0,0.0,3,1,63.14,-68.22
2920,0,44,4,23,-27.33,Gold,0,1743,3,22.57,2,0,2,12.97,6,19,1908.64,0,12,36.77,19.47
2921,0,20,3,18,-62.16,Silver,0,4400,5,8.25,0,0,1,24.4,10,13,1298.35,1,7,2.48,11.7
2922,0,0,6,18,33.25,Gold,0,0,0,0.0,2,0,2,14.58,0,15,2975.24,0,8,30.0,16.67
2923,1,388,0,6,-100.0,Bronze,1,11374,1,48.69,3,0,0,0.76,41,0,85.53,1,3,59.61,-11.23
2924,1,340,0,4,-100.0,Bronze,0,19507,0,93.14,2,1,0,5.98,87,3,0.0,5,0,77.94,-20.5
2925,0,33,2,17,-35.38,Gold,1,259,4,12.3,3,1,5,24.69027190057443,20,19,2136.17,2,7,68.69,15.63
2926,1,544,0,5,-100.0,Silver,0,609,0,54.42,4,0,0,1.53,245,1,488.29,1,0,76.33,-66.01
2927,0,45,2,16,-58.2,Gold,0,1402,4,11.9,1,1,2,13.92,27,17,2929.04,0,4,38.57,11.49
