Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
18-25_Europe_Mixed_Medium,18-25,Europe,Mixed,Medium,-8.62,0,1,0,3,-64.32,3.56,-1.225,-43.95,10.68,36.4,0,0,4,6.32,700,0,Platinum,0,63,0,0,10.92,88.2,-0.92,1
18-25_Europe_Business_Low,18-25,Europe,Business,Low,23.01,0,4,3,4,-29.93,-14.83,0.106,8.25,14.74,13.71,1,0,1,11.81,55,8,Silver,0,29,0,5,19.11,37.79,-0.295,0
36-45_Latin America_Business_Medium,36-45,Latin America,Business,Medium,10.06,1,5,13,17,-19.67,7.11,0.27,-1.05,44.62,49.39,0,0,2,111.15,34,8,Platinum,0,10,0,6,14.82,48.05,-0.248,0
56-65_Middle East_Leisure_Medium,56-65,Middle East,Leisure,Medium,-12.84,0,1,0,0,-39.8,4.97,-0.498,-67.52,49.55,31.28,0,0,7,9.4,277,0,Bronze,1,85,0,0,9.38,3.77,-2.481,1
46-55_Latin America_Leisure_High,46-55,Latin America,Leisure,High,-21.1,0,0,1,3,9.16,-20.26,-0.456,-31.23,16.93,49.92,1,0,1,23.01,333,0,Bronze,0,194,2,1,29.98,68.85,-1.123,1
65+_North America_Business_Low,65+,North America,Business,Low,15.99,0,0,0,0,-1.29,14.49,-0.794,-26.71,76.85,69.32,0,0,2,31.09,439,0,Gold,0,110,0,3,20.79,41.13,-1.194,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-17.2,1,1,1,1,-12.19,-10.88,-1.028,-12.36,54.85,34.93,0,1,2,6.25,513,0,Silver,0,73,0,2,30.48,11.7,-2.032,1
65+_Asia-Pacific_Leisure_Low,65+,Asia-Pacific,Leisure,Low,-1.25,2,0,6,8,2.25,8.69,0.246,-29.73,57.54,0.0,0,1,2,34.85,70,3,Gold,0,4,0,8,20.0,15.41,1.287,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,17.45,1,3,3,4,-41.49,-15.95,0.596,2.14,32.04,34.49,0,0,4,49.21,49,7,Silver,0,27,1,8,10.35,0.0,0.94,0
56-65_North America_Leisure_Low,56-65,North America,Leisure,Low,-2.29,0,1,0,1,-20.8,-9.63,0.505,10.0,37.66,11.12,0,1,0,5.0,6,2,Bronze,0,6,0,5,23.33,57.52,0.428,0
18-25_Middle East_Leisure_Low,18-25,Middle East,Leisure,Low,-4.85,0,0,0,1,2.58,-9.81,-1.814,-4.69,11.75,49.35,0,0,2,6.41,201,0,Platinum,0,130,0,0,14.81,93.99,-1.353,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,-30.05,0,3,5,5,-31.89,-22.33,-0.922,-52.83,33.34,19.19,0,0,2,17.93,84,12,Gold,0,29,0,3,5.76,68.31,-0.721,0
46-55_Europe_Mixed_Low,46-55,Europe,Mixed,Low,9.96,0,1,1,3,6.55,-27.08,-0.19,-22.41,39.48,0.0,1,0,1,50.7,13,4,Bronze,0,15,1,6,15.0,62.21,-0.742,0
36-45_Asia-Pacific_Leisure_High,36-45,Asia-Pacific,Leisure,High,-32.25,0,1,2,0,-10.59,-12.48,-1.395,-32.05,60.1,58.89,6,2,3,50.27,182,0,Silver,0,156,1,2,100.0,100.0,-1.405,1
18-25_Asia-Pacific_Leisure_Low,18-25,Asia-Pacific,Leisure,Low,15.29,0,0,0,0,-0.56,-2.32,-0.725,-18.52,32.76,25.88,1,2,4,4.81,695,0,Bronze,0,329,4,1,62.76,49.83,-0.723,1
65+_North America_Mixed_Medium,65+,North America,Mixed,Medium,-30.25,0,0,3,4,0.45,26.1,-0.157,-34.26,13.91,30.84,0,0,4,9.49,75,6,Bronze,0,15,2,11,9.25,0.0,0.986,0
46-55_Latin America_Business_High,46-55,Latin America,Business,High,-17.43,2,4,9,9,-8.38,-31.45,0.022,-35.48,51.34,2.87,2,2,2,40.69,3,6,Gold,1,3,0,7,70.86,73.14,1.306,0
65+_Europe_Mixed_Low,65+,Europe,Mixed,Low,12.53,2,2,7,15,-10.13,32.85,0.481,1.78,43.05,43.45,0,1,3,105.22,82,12,Platinum,1,19,1,7,33.03,6.71,-0.666,0
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,16.71,1,4,6,8,3.38,-5.2,-0.248,-22.38,33.53,11.3,4,0,0,20.45,70,9,Gold,0,8,0,10,63.39,17.03,1.771,0
36-45_Middle East_Mixed_High,36-45,Middle East,Mixed,High,-3.58,0,0,15,22,16.21,1.2,0.166,-0.54,73.52,17.16,1,1,2,60.45,8,7,Platinum,0,9,0,4,40.15,27.33,-0.04,0
46-55_Latin America_Business_Medium,46-55,Latin America,Business,Medium,-10.42,0,1,1,1,-57.15,-18.09,-0.849,-46.78,78.17,60.76,0,0,5,12.41,532,0,Bronze,1,197,2,0,18.23,84.69,-1.466,1
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-2.7,0,1,2,1,11.29,-12.74,-0.629,-27.58,80.14,26.1,1,0,2,4.59,380,1,Bronze,1,312,0,1,22.83,68.59,-1.703,1
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-34.46,0,2,3,5,-43.53,40.0,-0.023,7.19,38.32,22.14,1,0,1,35.57,78,11,Bronze,0,16,0,6,21.64,53.38,-0.437,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,11.38,0,3,7,10,5.03,-5.06,0.173,9.94,85.01,31.97,0,0,1,31.82,62,3,Gold,0,2,0,4,9.59,0.0,1.974,0
26-35_Latin America_Business_High,26-35,Latin America,Business,High,-14.31,0,0,0,0,0.3,18.38,-0.674,-45.18,53.22,30.79,0,0,3,15.6,724,0,Gold,0,109,0,1,9.24,41.68,-0.109,1
65+_North America_Business_High,65+,North America,Business,High,-8.81,0,1,1,0,-10.85,25.35,-1.799,-2.43,79.92,31.64,0,0,2,63.81,393,0,Silver,0,224,0,2,9.49,62.23,-1.477,1
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-3.72,0,0,1,3,-43.29,-9.71,-0.294,-16.46,64.65,17.86,0,0,2,19.21,536,0,Gold,0,127,0,1,5.36,34.58,-3.0,1
36-45_Asia-Pacific_Leisure_High,36-45,Asia-Pacific,Leisure,High,-0.84,0,0,0,0,-10.65,23.42,-1.028,-43.02,36.68,8.42,2,1,2,32.86,203,0,Gold,0,166,0,4,52.53,88.84,-1.439,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,1.7,1,3,1,3,14.76,-27.24,0.493,0.44,80.0,4.57,0,0,2,26.74,50,7,Bronze,0,10,0,8,1.37,0.0,1.373,0
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,13.38,2,0,3,3,-6.6,-24.96,0.078,-6.42,46.94,18.84,0,0,2,27.91,26,3,Bronze,0,25,0,6,5.65,25.53,-0.528,0
36-45_Asia-Pacific_Mixed_High,36-45,Asia-Pacific,Mixed,High,14.06,1,1,2,5,-15.7,-17.31,-0.25,-7.06,20.5,18.26,0,3,4,31.01,49,12,Bronze,0,20,1,7,65.48,51.17,0.969,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,-5.45,0,2,1,1,-0.89,-2.62,-0.126,-36.95,47.87,14.84,0,0,5,10.97,626,0,Silver,0,333,0,1,4.45,66.51,-2.791,1
46-55_North America_Business_Low,46-55,North America,Business,Low,6.02,0,3,8,8,-4.63,-36.19,0.128,-13.54,75.66,1.09,0,0,6,42.3,76,11,Bronze,0,25,0,6,0.33,40.21,1.224,0
18-25_Middle East_Business_Low,18-25,Middle East,Business,Low,8.05,1,1,5,6,-11.82,-27.58,0.485,-38.86,63.6,28.34,0,1,2,22.94,33,4,Silver,0,22,0,2,28.5,39.13,0.696,0
36-45_North America_Leisure_High,36-45,North America,Leisure,High,-31.07,0,1,1,1,-27.32,-15.38,-0.886,-9.39,50.81,43.14,2,1,3,24.51,185,0,Gold,0,318,0,2,62.94,63.85,-1.953,1
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,-11.57,1,1,1,3,-30.14,-7.15,0.827,-39.9,79.73,17.3,0,0,2,3.86,35,11,Silver,0,24,4,6,5.19,60.32,0.29,0
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-18.6,3,2,9,11,-20.82,8.82,1.0,-14.31,58.79,10.08,0,0,0,18.94,90,10,Platinum,0,17,0,5,3.02,3.15,0.802,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-4.61,0,1,5,7,-11.69,-46.27,0.898,-39.7,71.14,21.03,3,2,8,27.39,62,6,Silver,0,4,0,1,91.31,20.28,0.058,0
18-25_Europe_Business_Low,18-25,Europe,Business,Low,13.83,0,1,0,1,3.34,-37.61,-0.756,-11.9,55.75,37.88,0,0,1,63.31,266,0,Bronze,0,145,0,2,11.36,41.77,-1.073,1
18-25_North America_Mixed_Low,18-25,North America,Mixed,Low,6.68,0,0,0,1,6.39,0.45,-0.913,10.0,49.38,37.32,0,0,1,17.45,687,0,Silver,0,260,2,3,11.2,60.87,-1.309,1
36-45_Asia-Pacific_Mixed_High,36-45,Asia-Pacific,Mixed,High,7.3,0,1,4,2,-42.52,10.49,-0.837,-34.26,40.83,4.24,1,1,1,17.02,370,0,Bronze,0,189,3,0,36.27,36.25,-1.938,1
18-25_Latin America_Business_High,18-25,Latin America,Business,High,-10.92,0,0,0,4,-18.77,14.14,-0.719,-1.91,20.59,10.14,1,0,0,21.77,703,0,Bronze,0,272,0,1,18.04,24.12,-1.351,1
46-55_Latin America_Mixed_High,46-55,Latin America,Mixed,High,-10.87,0,0,2,3,-4.71,-34.7,-1.052,-9.42,13.12,38.26,0,0,3,33.11,219,0,Bronze,1,321,0,2,11.48,2.52,-0.814,1
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-14.05,0,3,5,8,-41.6,16.17,0.215,-7.19,64.81,18.76,0,0,6,14.42,87,4,Gold,0,5,2,3,5.63,42.85,-0.295,0
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-18.44,0,1,3,0,-32.95,-12.81,-1.013,-15.89,16.56,35.09,0,2,0,13.53,362,0,Platinum,0,241,0,1,50.53,2.01,-0.557,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,3.64,0,0,2,1,14.64,-11.96,-1.203,-25.06,39.5,9.0,0,0,0,23.43,613,0,Silver,0,87,0,1,2.7,44.28,-0.377,1
56-65_North America_Leisure_High,56-65,North America,Leisure,High,-13.23,0,1,1,1,-14.45,-16.93,-0.084,-5.5,60.61,12.17,1,1,4,10.58,258,0,Bronze,0,203,3,3,38.65,33.43,-2.122,1
36-45_Europe_Mixed_High,36-45,Europe,Mixed,High,-24.51,1,1,8,13,-28.08,-23.46,0.226,-5.16,78.43,2.71,2,0,4,17.8,9,2,Gold,0,22,0,6,30.81,31.81,0.922,0
18-25_North America_Leisure_High,18-25,North America,Leisure,High,-0.69,0,0,1,0,-33.74,3.35,-1.074,-11.28,49.4,16.61,8,0,0,21.09,293,0,Gold,0,158,2,2,100.0,87.08,-0.463,1
18-25_North America_Business_Medium,18-25,North America,Business,Medium,-3.99,1,4,4,4,-17.69,-12.25,0.541,-4.0,54.06,51.56,0,0,2,34.39,37,12,Bronze,0,22,0,10,15.47,26.5,0.915,0
46-55_Asia-Pacific_Leisure_Low,46-55,Asia-Pacific,Leisure,Low,-0.54,0,0,2,0,-34.58,-1.94,-1.652,-0.68,50.33,47.26,1,0,2,8.94,273,1,Bronze,1,80,0,1,29.18,24.03,-0.666,1
65+_Europe_Business_Medium,65+,Europe,Business,Medium,16.7,0,1,3,5,19.14,26.45,0.539,1.32,21.0,41.82,1,0,8,28.21,4,5,Bronze,0,9,0,5,27.55,30.69,0.186,0
18-25_Asia-Pacific_Leisure_Low,18-25,Asia-Pacific,Leisure,Low,-4.64,0,3,10,14,-51.19,-2.01,0.612,-43.4,49.97,56.48,0,0,1,15.18,70,12,Platinum,0,12,2,4,16.94,14.8,0.146,0
56-65_Latin America_Leisure_Low,56-65,Latin America,Leisure,Low,-14.64,0,0,1,1,-18.88,-16.25,-1.723,-36.92,11.38,17.54,1,0,1,12.35,437,0,Silver,1,229,2,0,20.26,34.71,-1.495,1
36-45_Asia-Pacific_Business_Low,36-45,Asia-Pacific,Business,Low,-14.74,0,0,2,1,15.57,1.39,0.041,-75.09,26.33,29.31,0,0,4,22.84,215,0,Silver,0,294,0,1,8.79,29.8,-0.849,1
26-35_Middle East_Business_Medium,26-35,Middle East,Business,Medium,-19.42,0,0,3,4,-9.6,2.05,0.491,-19.48,84.23,38.26,1,0,3,7.33,58,5,Bronze,0,26,1,2,26.48,29.29,0.576,0
18-25_Middle East_Leisure_Medium,18-25,Middle East,Leisure,Medium,-16.48,0,1,2,5,20.0,12.99,0.321,-39.5,85.75,0.48,2,0,1,13.32,7,8,Bronze,0,20,0,7,30.14,46.64,1.143,0
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-23.76,0,0,0,0,-39.98,-25.04,-1.138,-54.05,19.68,51.44,0,0,1,53.2,515,0,Bronze,1,193,0,2,15.43,45.71,-0.721,1
18-25_North America_Business_Medium,18-25,North America,Business,Medium,-3.22,0,0,7,9,-49.09,-7.64,-0.564,-26.27,42.28,7.43,0,1,4,15.56,84,12,Bronze,1,13,1,4,22.23,51.38,1.235,0
36-45_North America_Leisure_Low,36-45,North America,Leisure,Low,-15.14,1,1,2,6,20.0,9.81,0.215,-45.17,68.47,51.16,1,0,4,10.75,71,5,Bronze,0,29,0,6,30.35,85.26,-0.11,0
65+_Europe_Mixed_Medium,65+,Europe,Mixed,Medium,-3.07,0,2,1,3,3.07,1.72,-0.186,-46.44,51.72,21.15,0,0,2,14.45,60,9,Silver,0,22,0,9,6.34,0.0,0.444,0
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,-10.45,0,0,4,4,16.62,-7.07,0.006,-26.85,48.69,89.81,0,0,2,8.07,75,8,Silver,1,30,0,5,26.94,38.03,1.013,0
36-45_Latin America_Leisure_Low,36-45,Latin America,Leisure,Low,-6.59,0,0,0,2,-33.94,12.45,-0.644,-5.92,70.73,8.2,0,0,1,87.78,604,0,Bronze,0,224,1,1,2.46,56.74,-1.335,1
26-35_Latin America_Leisure_High,26-35,Latin America,Leisure,High,21.3,1,3,3,4,-12.18,32.55,-0.026,-24.76,48.75,14.81,1,0,1,32.65,58,2,Silver,0,19,0,5,19.44,46.09,1.647,0
18-25_North America_Business_Medium,18-25,North America,Business,Medium,12.17,1,2,9,14,20.0,18.65,-0.185,-13.68,51.77,40.71,0,0,3,31.8,38,7,Gold,1,16,0,7,12.21,60.69,0.589,0
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,-28.09,0,0,0,2,-47.9,4.13,-0.616,-17.5,0.0,13.2,1,3,3,25.08,357,0,Bronze,0,219,2,2,78.96,55.75,-1.785,1
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,-14.14,0,0,0,0,2.81,-0.83,-1.227,-33.83,70.67,13.11,3,0,0,15.25,507,0,Bronze,1,126,0,1,48.93,55.81,0.112,1
36-45_Middle East_Mixed_Medium,36-45,Middle East,Mixed,Medium,-33.47,1,0,1,2,20.0,15.06,-0.379,10.0,32.42,23.88,0,0,1,10.87,35,11,Bronze,0,16,1,4,7.16,64.01,1.38,0
26-35_North America_Mixed_Low,26-35,North America,Mixed,Low,-11.03,0,1,1,0,-30.07,-56.85,-0.779,-53.96,34.35,81.58,0,0,3,38.33,584,0,Platinum,0,286,0,1,24.48,49.87,-1.441,1
26-35_North America_Business_High,26-35,North America,Business,High,-0.02,0,0,1,1,6.32,-18.72,-1.263,-35.32,61.07,68.28,2,1,4,27.28,482,0,Bronze,1,351,0,0,70.48,30.91,-2.091,1
56-65_Europe_Mixed_Medium,56-65,Europe,Mixed,Medium,11.1,0,0,3,4,-26.61,-24.62,-0.417,-32.93,58.67,30.74,5,0,2,39.44,48,11,Bronze,0,22,0,4,84.22,79.96,-0.023,0
18-25_Middle East_Mixed_Low,18-25,Middle East,Mixed,Low,10.35,1,0,2,2,7.38,24.02,-0.034,9.01,40.24,26.17,0,0,4,34.63,57,9,Bronze,0,28,0,9,7.85,30.24,0.255,0
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-0.23,0,1,4,6,-26.68,13.05,0.481,-58.05,9.44,41.09,0,0,1,8.61,84,8,Bronze,0,29,0,2,12.33,0.0,0.441,0
56-65_North America_Business_Medium,56-65,North America,Business,Medium,-18.99,0,3,3,3,-57.21,25.98,0.806,-11.31,77.97,14.49,0,0,4,12.92,52,3,Silver,0,29,0,5,4.35,29.29,1.252,0
18-25_Latin America_Leisure_Medium,18-25,Latin America,Leisure,Medium,7.67,0,1,9,11,20.0,-8.99,-0.226,-31.39,27.35,0.0,0,0,1,10.49,77,9,Platinum,0,12,4,6,0.0,62.45,0.03,0
65+_Latin America_Business_High,65+,Latin America,Business,High,-4.27,0,2,1,3,-3.92,-34.28,-0.836,-21.43,15.96,44.56,1,0,2,11.38,269,0,Gold,0,81,0,0,28.37,69.83,-2.556,1
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-2.15,0,0,1,2,7.07,-43.93,-0.749,1.54,75.12,14.49,0,0,2,35.87,52,4,Bronze,0,24,0,4,4.35,29.77,0.534,0
65+_Asia-Pacific_Business_Low,65+,Asia-Pacific,Business,Low,24.29,1,2,8,10,9.35,11.44,0.298,10.0,25.54,12.49,0,0,0,29.06,47,12,Silver,0,0,0,11,3.75,30.69,-0.404,0
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-19.16,0,3,2,1,4.0,-37.02,-1.009,-54.44,43.93,15.79,0,0,1,9.67,250,0,Silver,0,271,2,0,4.74,94.33,-2.312,1
56-65_Europe_Mixed_Medium,56-65,Europe,Mixed,Medium,26.11,0,5,6,6,-5.13,0.46,0.255,-41.94,27.32,8.48,4,0,4,14.07,85,9,Bronze,0,22,1,9,62.54,16.24,-0.612,0
18-25_Europe_Business_Low,18-25,Europe,Business,Low,21.98,1,0,4,5,-14.53,-10.97,-0.31,-0.05,23.17,17.36,1,3,0,33.98,60,3,Silver,0,23,1,4,80.21,83.48,0.002,0
65+_Europe_Leisure_High,65+,Europe,Leisure,High,-3.98,0,1,0,1,-35.66,-2.45,-0.898,-59.67,60.34,31.78,0,1,5,7.96,676,0,Bronze,1,143,0,1,29.53,72.59,-2.157,1
65+_Asia-Pacific_Business_High,65+,Asia-Pacific,Business,High,-2.1,0,1,0,1,5.55,-9.39,-2.0,-17.37,27.02,36.33,0,0,2,6.33,579,0,Bronze,0,225,0,1,10.9,45.92,-1.55,1
36-45_Asia-Pacific_Leisure_High,36-45,Asia-Pacific,Leisure,High,-15.61,0,0,4,5,-29.76,16.32,0.024,10.0,62.8,16.82,0,0,12,22.24,33,9,Bronze,0,1,0,5,5.05,0.0,0.506,0
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-2.15,0,0,1,1,-49.72,-12.76,-1.607,-25.8,29.54,24.02,7,0,1,25.95,271,0,Bronze,1,296,0,0,100.0,97.81,-1.82,1
56-65_Asia-Pacific_Business_High,56-65,Asia-Pacific,Business,High,-3.6,0,0,0,1,-21.77,-10.84,-0.669,-61.01,7.83,20.82,0,0,2,121.56,621,0,Gold,1,85,0,2,6.24,56.1,-0.504,1
46-55_Asia-Pacific_Leisure_High,46-55,Asia-Pacific,Leisure,High,-15.33,0,1,1,2,-14.58,-35.57,-0.678,-55.13,31.32,33.22,0,2,2,16.5,449,0,Bronze,1,334,0,2,49.96,48.37,-2.361,1
18-25_Europe_Mixed_High,18-25,Europe,Mixed,High,-15.72,0,4,4,6,11.66,-23.76,0.756,10.0,56.34,0.0,0,0,2,10.47,22,4,Silver,0,16,1,6,0.0,5.36,1.87,0
56-65_North America_Business_High,56-65,North America,Business,High,-8.58,0,0,5,8,-32.73,20.44,-0.215,-19.73,43.41,21.3,0,0,1,61.89,17,2,Bronze,0,20,3,7,6.39,52.12,1.633,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,-5.14,0,0,4,2,10.57,1.13,-0.904,-24.94,15.41,1.63,0,2,5,9.99,362,0,Bronze,0,149,1,2,40.49,35.36,-0.473,1
18-25_Middle East_Leisure_Low,18-25,Middle East,Leisure,Low,-30.69,0,0,2,5,-31.35,-12.36,-0.123,-0.38,53.91,5.86,0,0,2,15.17,63,12,Bronze,0,6,0,11,1.76,50.15,0.228,0
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,11.91,0,2,3,5,-67.39,-10.91,0.288,-40.68,71.49,0.0,0,0,5,23.51,52,6,Bronze,0,20,0,10,0.0,20.29,0.379,0
56-65_Asia-Pacific_Mixed_Medium,56-65,Asia-Pacific,Mixed,Medium,-12.46,0,2,8,11,20.0,-0.55,-0.258,-26.85,61.53,38.78,0,3,1,10.73,46,11,Gold,0,2,0,5,71.63,9.64,0.235,0
46-55_North America_Leisure_High,46-55,North America,Leisure,High,-9.51,0,4,6,9,-24.7,-32.8,0.007,-18.14,24.85,28.23,0,0,1,16.38,5,10,Platinum,0,9,0,11,8.47,76.19,0.161,0
18-25_Asia-Pacific_Business_High,18-25,Asia-Pacific,Business,High,-2.34,1,2,5,6,-7.89,8.66,0.184,-8.08,69.81,28.95,0,0,2,36.12,85,8,Silver,0,15,4,4,8.69,0.55,-0.198,0
36-45_Europe_Business_High,36-45,Europe,Business,High,-9.01,1,3,6,10,12.38,-3.64,-0.028,-18.12,0.0,23.37,0,0,3,4.3,7,6,Gold,0,30,1,3,7.01,66.94,-0.094,0
36-45_Latin America_Leisure_Medium,36-45,Latin America,Leisure,Medium,12.09,0,1,3,4,5.94,24.04,0.903,-4.47,75.85,2.28,0,0,3,6.98,6,10,Silver,0,20,0,9,0.68,33.46,1.292,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-9.26,1,1,0,3,-66.18,-20.86,-0.531,-49.59,80.33,39.02,1,0,1,28.4,607,0,Silver,1,289,0,3,26.71,26.53,-0.611,1
18-25_Europe_Leisure_Low,18-25,Europe,Leisure,Low,-13.75,1,3,5,6,-64.75,40.0,-0.156,10.0,47.19,16.52,0,0,2,33.43,85,4,Silver,0,8,0,9,4.96,32.19,0.483,0
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,4.3,0,0,0,1,-22.1,-3.74,-0.672,-63.7,58.16,12.84,0,0,1,66.17,315,0,Gold,0,110,0,2,3.85,27.95,-1.289,1
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,6.4,0,2,1,1,5.74,-5.16,-0.791,-17.42,70.05,50.99,2,0,2,20.53,640,0,Platinum,1,350,0,2,45.3,100.0,-1.475,1
46-55_Europe_Leisure_High,46-55,Europe,Leisure,High,30.0,0,0,1,2,-42.86,4.42,-0.628,-11.21,36.36,40.57,1,0,1,12.64,471,0,Gold,1,75,1,0,27.17,31.22,-2.664,1
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-33.43,0,2,6,14,-22.06,-11.48,-0.336,10.0,45.56,6.55,0,0,4,29.1,15,12,Gold,0,14,1,6,1.96,69.25,0.763,0
18-25_Asia-Pacific_Mixed_High,18-25,Asia-Pacific,Mixed,High,-3.85,0,3,4,6,20.0,-0.17,0.35,-66.38,56.56,0.0,0,0,0,64.37,18,7,Silver,0,16,0,11,0.0,0.0,1.849,0
26-35_Middle East_Mixed_Medium,26-35,Middle East,Mixed,Medium,5.21,0,0,1,0,-14.83,-25.01,-0.629,-67.75,44.81,55.02,1,2,2,19.79,323,0,Gold,0,172,0,0,71.51,73.5,-2.451,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-18.65,0,0,1,1,13.17,-23.97,-1.013,-2.8,29.56,36.38,1,0,3,5.38,266,0,Silver,1,280,0,0,25.91,64.32,-2.045,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,16.09,0,2,2,3,4.34,5.53,-0.996,10.0,71.94,22.62,0,0,1,74.34,636,0,Gold,1,325,0,1,6.79,97.66,-1.515,1
36-45_Latin America_Business_Low,36-45,Latin America,Business,Low,-15.27,1,1,7,11,9.43,-28.36,0.471,-10.61,82.07,20.44,0,0,1,14.76,78,10,Gold,0,26,0,6,6.13,9.08,2.0,0
46-55_Latin America_Business_High,46-55,Latin America,Business,High,-3.22,1,5,7,12,-22.04,16.27,0.687,-52.07,73.62,0.58,4,0,0,20.56,73,10,Gold,0,0,2,9,60.18,55.35,-0.377,0
56-65_Asia-Pacific_Leisure_High,56-65,Asia-Pacific,Leisure,High,11.31,1,0,1,3,-31.38,-17.97,0.887,-18.16,45.54,7.11,0,0,2,16.14,71,8,Bronze,0,15,0,8,2.13,24.5,-0.158,0
18-25_Latin America_Leisure_Low,18-25,Latin America,Leisure,Low,-21.39,0,1,0,2,-20.59,-29.68,-0.83,-30.18,74.62,29.44,0,0,2,14.67,431,0,Bronze,0,294,0,2,8.83,61.04,-0.821,1
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,-7.0,0,2,9,13,-42.96,-4.82,0.238,10.0,41.49,19.55,0,0,2,8.09,63,10,Silver,0,28,0,9,5.86,22.76,-1.483,0
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,6.52,0,0,6,6,-26.64,12.89,-0.17,-90.0,71.25,32.92,6,0,2,16.96,90,6,Silver,0,1,0,6,99.88,49.56,-0.301,0
36-45_Asia-Pacific_Mixed_Low,36-45,Asia-Pacific,Mixed,Low,-2.74,0,0,1,3,-39.54,-45.38,-0.927,-29.35,36.34,78.32,1,0,1,22.53,482,0,Gold,0,304,0,0,38.5,37.15,-0.718,1
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,5.03,0,1,2,2,-10.73,10.98,-0.816,-10.66,63.18,12.2,2,0,4,39.61,679,0,Bronze,0,359,0,1,33.66,64.74,-1.144,1
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,6.99,0,1,3,1,-8.37,-53.85,-1.571,-48.27,47.61,27.92,1,1,1,5.44,232,0,Platinum,1,287,1,3,43.38,82.18,-1.9,1
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-12.93,1,0,0,0,-30.78,-26.05,-0.538,-34.16,55.95,22.36,1,0,2,26.32,675,0,Gold,1,234,0,0,21.71,30.04,-0.751,1
65+_Middle East_Business_Low,65+,Middle East,Business,Low,19.28,0,1,0,1,-2.42,-38.83,-0.45,-62.59,11.37,38.41,1,0,13,37.03,40,5,Bronze,0,13,0,2,26.52,56.93,1.021,0
26-35_Middle East_Leisure_Medium,26-35,Middle East,Leisure,Medium,-17.61,1,1,2,5,-26.85,-40.58,-0.307,-31.02,72.63,56.44,0,0,3,40.09,78,4,Silver,0,7,0,5,16.93,27.69,-1.111,0
