Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
26-35_Latin America_Leisure_Low,26-35,Latin America,Business,Low,-12.84,0,0,0,1,13.08,4.27,1.0,10.0,52.49,49.2,0,0,1,15.12,111,0,Gold,1,81,0,7,50.52,55.71,2.0,1
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,-3.74,0,0,0,2,7.87,-11.1,-1.703,-35.36,13.86,18.53,0,0,0,12.39,226,0,Bronze,0,71,0,3,18.86,21.21,0.838,0
18-25_Latin America_Business_High,18-25,Latin America,Business,High,-19.98,0,0,0,7,18.16,-14.44,-2.0,-31.46,7.44,16.1,2,0,1,9.03,119,0,Platinum,0,47,0,1,69.47,76.1,0.849,1
56-65_North America_Leisure_High,56-65,North America,Business,High,10.36,0,0,0,1,-1.36,-5.62,-0.913,-19.61,17.08,8.83,1,0,1,39.51,112,0,Silver,0,96,0,6,50.32,18.08,-1.164,0
18-25_Europe_Leisure_Medium,18-25,Europe,Business,Medium,-24.33,0,0,0,7,-9.83,-0.33,-0.111,-17.89,25.8,3.6,0,1,1,3.96,115,1,Silver,1,69,0,2,67.09,37.07,1.585,0
36-45_Asia-Pacific_Leisure_Low,36-45,Asia-Pacific,Business,Low,-2.17,0,3,0,3,20.0,11.66,-2.0,-66.6,15.27,21.11,1,1,1,20.04,89,0,Silver,0,93,0,6,42.26,33.91,-1.18,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-16.58,0,0,0,0,-43.55,-2.58,-0.49,7.94,0.0,11.67,0,0,4,60.8,211,1,Bronze,1,130,0,2,63.44,45.2,0.193,0
18-25_Europe_Leisure_High,18-25,Europe,Leisure,High,-6.99,0,0,0,0,20.0,7.79,1.0,-4.71,20.04,83.43,2,0,3,25.84,314,1,Silver,0,8,0,1,35.76,68.09,-0.806,1
26-35_Middle East_Business_High,26-35,Middle East,Leisure,High,-4.46,0,0,0,0,2.79,5.03,1.0,4.72,1.33,18.84,0,0,1,27.08,250,1,Silver,0,124,1,2,29.8,25.1,-2.182,0
65+_North America_Business_Medium,65+,North America,Leisure,Medium,0.65,0,0,0,1,-0.44,28.72,-0.274,-49.82,96.81,20.44,0,0,2,39.62,112,0,Silver,0,127,0,2,62.34,52.81,-2.585,1
18-25_Europe_Mixed_High,18-25,Europe,Leisure,High,-6.59,0,0,0,1,-53.92,16.09,1.0,-14.91,0.0,9.62,0,0,1,4.03,231,0,Silver,0,20,0,2,23.76,0.0,-0.644,0
18-25_Asia-Pacific_Business_Medium,18-25,Asia-Pacific,Leisure,Medium,3.24,0,0,0,0,-13.71,13.96,-0.713,-16.57,7.88,53.08,0,0,3,55.36,250,0,Silver,0,94,0,3,26.66,53.39,0.862,1
65+_Middle East_Mixed_Low,65+,Middle East,Leisure,Low,-8.62,0,0,0,0,-77.84,13.77,1.0,-4.44,71.66,0.0,0,0,1,51.95,185,1,Silver,0,16,0,3,72.68,53.46,-0.11,0
18-25_Asia-Pacific_Business_Medium,18-25,Asia-Pacific,Business,Medium,-19.2,2,0,0,9,-9.64,-27.47,-1.444,-54.13,18.23,38.28,0,1,2,5.79,178,0,Gold,0,13,0,5,33.62,100.0,0.253,1
46-55_North America_Business_Medium,46-55,North America,Business,Medium,10.28,0,0,0,8,-13.47,24.3,1.0,-49.78,4.21,16.79,0,0,3,8.96,298,0,Platinum,0,2,0,3,93.23,13.68,-2.714,1
56-65_Latin America_Leisure_Low,56-65,Latin America,Leisure,Low,7.4,0,0,0,0,19.66,18.98,-0.182,0.24,57.93,50.81,4,0,1,23.62,216,0,Platinum,0,86,0,4,63.17,9.23,0.736,1
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,-15.65,0,0,0,8,-9.55,-19.43,0.498,-39.64,24.55,46.21,0,0,1,39.69,89,1,Gold,1,146,0,14,53.5,5.22,0.235,0
65+_Europe_Mixed_High,65+,Europe,Mixed,High,-5.84,0,0,0,12,-80.0,22.17,0.881,-29.84,63.44,21.7,0,0,2,34.59,171,0,Gold,1,126,1,12,55.05,2.48,1.196,0
36-45_Middle East_Business_Medium,36-45,Middle East,Business,Medium,-34.35,2,0,0,13,-48.96,20.47,1.0,-3.23,10.58,12.44,0,0,3,17.98,210,0,Platinum,1,1,0,8,42.28,74.31,-1.781,1
26-35_Middle East_Leisure_Medium,26-35,Middle East,Leisure,Medium,30.0,0,3,0,0,-25.29,8.98,-1.526,8.43,42.77,24.79,4,0,1,16.84,95,1,Platinum,1,3,0,10,70.98,54.76,-0.387,1
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-29.34,0,0,0,12,-3.75,28.36,-2.0,-7.58,33.38,13.56,0,0,1,6.72,215,1,Gold,0,168,0,5,17.73,39.48,1.061,1
56-65_North America_Mixed_High,56-65,North America,Mixed,High,7.84,0,0,0,4,-7.42,-8.68,0.712,-18.15,0.0,39.18,1,0,0,120.74,219,1,Gold,0,117,2,7,42.2,38.28,-1.188,0
56-65_Asia-Pacific_Business_High,56-65,Asia-Pacific,Business,High,-30.31,0,0,0,9,16.74,3.79,-0.128,9.54,0.0,46.47,0,0,6,11.15,294,2,Platinum,0,177,0,2,31.9,25.3,-0.591,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-38.99,0,0,0,5,-16.88,-9.78,0.192,3.62,16.98,33.36,1,0,4,31.17,361,1,Platinum,0,131,0,8,37.39,44.06,0.327,0
46-55_Asia-Pacific_Business_Low,46-55,Asia-Pacific,Business,Low,-24.45,2,0,0,9,-2.51,-12.6,-1.39,-31.49,18.11,10.22,0,0,3,12.51,245,0,Platinum,0,3,0,9,20.01,8.35,1.339,0
46-55_Latin America_Business_Medium,46-55,Latin America,Business,Medium,-22.65,0,0,0,0,-5.16,5.5,1.0,-26.42,41.01,63.73,2,0,1,41.48,219,1,Gold,0,95,0,3,85.43,16.38,-1.557,1
18-25_Europe_Business_High,18-25,Europe,Business,High,-11.43,0,0,0,9,15.19,20.84,-1.488,-8.28,62.3,0.0,0,0,1,6.82,229,0,Platinum,0,142,1,13,86.27,55.05,1.745,0
65+_Asia-Pacific_Mixed_Low,65+,Asia-Pacific,Mixed,Low,10.15,0,0,0,0,-33.26,-31.23,-0.605,-43.3,99.08,23.08,5,0,1,165.79,213,1,Platinum,0,63,0,2,62.82,33.75,2.0,1
46-55_Asia-Pacific_Business_High,46-55,Asia-Pacific,Business,High,30.0,0,0,0,0,-8.22,-7.63,-0.174,-9.04,56.69,50.57,2,0,1,115.77,73,0,Platinum,0,126,0,3,74.25,1.46,1.073,1
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-20.78,0,2,0,0,-1.27,-42.37,-0.231,-30.48,68.59,15.85,4,0,2,29.24,375,0,Platinum,1,35,0,4,66.05,5.88,-3.0,1
46-55_Europe_Business_High,46-55,Europe,Business,High,-9.47,0,0,0,12,12.33,-21.68,-1.723,7.91,0.0,22.06,0,0,0,40.15,297,1,Gold,0,127,0,13,56.54,75.55,-0.253,1
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-10.01,0,3,0,6,-78.53,5.23,-2.0,-16.77,14.0,11.45,0,0,2,35.48,282,0,Platinum,0,159,0,5,60.96,2.41,2.0,0
46-55_Europe_Business_High,46-55,Europe,Business,High,-30.38,0,1,0,5,-9.05,-11.85,-2.0,4.78,6.45,13.26,0,0,5,0.5,282,0,Platinum,0,145,0,5,7.2,37.73,2.0,0
65+_Asia-Pacific_Business_High,65+,Asia-Pacific,Business,High,-16.18,0,1,0,0,-31.15,-3.89,-0.835,-11.12,11.22,4.43,0,0,4,112.03,77,0,Silver,0,198,0,10,49.6,42.03,-0.531,0
36-45_Middle East_Leisure_High,36-45,Middle East,Leisure,High,-29.53,0,0,0,0,10.61,-12.2,0.644,-24.37,2.21,16.72,0,0,1,13.17,62,0,Bronze,0,87,0,0,27.53,55.2,-2.498,1
65+_Middle East_Mixed_Medium,65+,Middle East,Mixed,Medium,-1.95,0,0,0,0,8.57,-19.67,-2.0,-46.89,10.6,3.92,0,0,4,26.13,87,0,Gold,0,114,0,3,39.39,66.55,-0.374,0
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-13.71,0,0,0,0,10.17,25.34,-1.359,-13.73,0.89,18.13,0,0,1,14.38,165,1,Bronze,0,108,0,50,50.75,89.98,1.868,1
36-45_Latin America_Leisure_Medium,36-45,Latin America,Leisure,Medium,-13.68,0,3,0,0,-9.52,-18.26,-2.0,-1.88,12.1,44.73,0,0,0,10.32,54,1,Silver,0,52,0,10,5.94,81.36,0.592,1
26-35_Asia-Pacific_Business_Low,26-35,Asia-Pacific,Business,Low,-14.38,0,0,0,0,1.09,-20.74,0.737,-2.29,1.52,69.94,0,0,1,22.2,99,0,Bronze,0,137,0,50,46.79,28.28,-0.464,0
18-25_Asia-Pacific_Business_Low,18-25,Asia-Pacific,Business,Low,-5.31,0,1,2,0,-5.66,-13.7,-1.717,-39.3,15.86,17.12,0,0,2,30.09,107,0,Bronze,0,44,0,10,42.23,64.6,-1.884,0
56-65_Europe_Business_Medium,56-65,Europe,Business,Medium,-26.61,0,0,0,0,0.39,-10.45,-2.0,-6.9,50.18,34.8,0,0,4,10.42,97,0,Silver,0,101,1,2,3.37,49.76,-0.474,1
18-25_Asia-Pacific_Business_Low,18-25,Asia-Pacific,Business,Low,1.08,0,1,1,0,-12.97,-13.27,-1.996,-42.72,7.5,14.05,0,0,3,72.69,58,0,Bronze,0,158,0,7,62.68,49.75,1.697,0
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,-12.03,0,0,0,0,-12.13,-2.22,1.0,-44.26,3.81,69.24,1,0,2,15.45,62,1,Gold,0,109,0,2,50.89,54.88,-1.06,0
36-45_North America_Business_High,36-45,North America,Business,High,-22.93,0,0,0,0,-25.0,-12.6,0.464,-36.28,2.38,24.99,1,0,1,16.82,144,1,Gold,0,44,0,4,48.3,18.8,-1.18,1
46-55_Asia-Pacific_Business_Low,46-55,Asia-Pacific,Business,Low,-6.3,0,0,0,0,-27.98,-45.65,-2.0,-30.9,4.13,9.19,0,1,5,63.26,66,1,Silver,0,175,0,5,43.91,0.0,1.198,0
46-55_Asia-Pacific_Business_Low,46-55,Asia-Pacific,Business,Low,6.43,0,0,0,0,-48.2,-3.41,-1.018,-9.21,5.99,0.0,0,0,7,3.83,391,1,Gold,0,47,1,2,33.99,29.89,1.58,1
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,-12.99,0,0,0,0,-18.58,9.59,-1.897,-15.58,0.0,41.34,0,0,1,42.41,117,0,Platinum,0,123,0,3,7.75,34.19,-1.993,0
18-25_Asia-Pacific_Leisure_High,18-25,Asia-Pacific,Leisure,High,30.0,0,0,0,0,-1.75,16.06,-0.859,7.63,0.0,11.72,0,1,1,20.8,106,1,Bronze,0,94,0,3,71.93,26.09,-0.108,0
18-25_Asia-Pacific_Business_High,18-25,Asia-Pacific,Business,High,2.73,0,0,0,0,18.47,-4.22,-1.186,-9.44,5.83,36.99,0,0,1,21.75,397,0,Platinum,0,63,0,1,25.1,17.89,-1.417,1
26-35_Asia-Pacific_Business_High,26-35,Asia-Pacific,Business,High,-1.59,0,1,0,0,14.95,-11.34,-0.239,4.35,4.43,35.45,0,0,1,5.73,61,1,Bronze,0,88,0,9,74.46,1.64,0.113,0
46-55_Europe_Business_High,46-55,Europe,Business,High,7.72,0,2,0,0,10.02,-7.55,-2.0,-55.64,0.0,5.93,0,0,2,17.13,140,0,Bronze,0,99,1,10,44.2,37.68,-1.581,0
65+_Asia-Pacific_Leisure_High,65+,Asia-Pacific,Leisure,High,9.74,0,0,1,0,-17.86,-12.15,-0.172,-13.7,19.85,0.0,0,0,1,2.23,129,1,Bronze,0,110,0,4,66.27,35.32,1.925,1
46-55_Europe_Leisure_High,46-55,Europe,Leisure,High,-1.6,0,0,0,0,-14.48,-0.12,-0.942,8.18,0.0,23.56,0,0,2,54.25,97,1,Gold,1,59,0,5,26.92,49.7,1.388,0
46-55_North America_Mixed_High,46-55,North America,Mixed,High,-14.14,0,0,0,0,-35.36,2.1,1.0,-54.51,4.35,40.98,0,0,0,54.1,139,1,Platinum,0,118,0,2,34.05,43.16,0.364,0
26-35_North America_Leisure_High,26-35,North America,Leisure,High,-17.52,0,0,0,0,-7.99,-11.04,-1.207,10.0,0.0,24.5,0,0,0,7.8,198,0,Bronze,0,64,0,2,30.43,55.31,-2.797,0
36-45_Asia-Pacific_Business_Medium,36-45,Asia-Pacific,Business,Medium,-12.26,1,0,0,0,-14.85,-10.02,-1.5,-66.68,39.52,6.84,0,0,4,10.31,131,2,Silver,0,10,0,5,59.47,65.27,-0.813,0
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-37.09,0,0,0,0,-41.84,23.37,-2.0,-41.86,12.88,19.1,0,0,1,5.44,104,0,Silver,0,41,0,0,9.06,31.28,-2.857,0
26-35_Latin America_Business_Low,26-35,Latin America,Business,Low,-11.4,0,0,0,0,-12.49,-25.76,-1.259,-32.49,10.59,25.49,0,0,1,34.12,74,1,Silver,0,124,0,0,75.54,1.85,-1.463,0
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,-24.53,0,0,0,0,19.1,-16.25,1.0,-30.97,0.0,10.68,0,0,2,50.13,101,1,Bronze,1,103,0,5,46.78,21.85,1.189,1
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-3.44,0,2,1,0,-8.54,-41.9,-0.523,2.29,26.48,44.37,0,0,3,34.93,61,1,Bronze,0,46,0,9,49.47,59.32,0.111,0
18-25_Asia-Pacific_Mixed_Medium,18-25,Asia-Pacific,Mixed,Medium,-29.53,0,0,1,0,-20.82,7.25,0.801,-15.67,0.17,19.7,0,0,1,23.87,64,0,Bronze,0,77,0,4,30.92,73.5,0.842,1
46-55_Asia-Pacific_Mixed_Medium,46-55,Asia-Pacific,Mixed,Medium,-13.66,0,0,0,0,-15.92,-22.27,0.338,-2.33,6.23,4.8,0,0,3,30.5,271,1,Gold,0,87,0,5,9.2,19.15,1.683,0
46-55_North America_Mixed_Low,46-55,North America,Mixed,Low,-44.76,0,0,2,0,-31.21,3.81,-1.303,5.99,27.93,45.92,0,2,3,26.04,51,0,Gold,0,51,1,3,55.39,32.22,0.427,0
18-25_Asia-Pacific_Business_High,18-25,Asia-Pacific,Business,High,2.16,0,0,9,20,1.44,37.4,-0.806,-14.03,7.03,6.99,0,0,5,14.71,291,7,Silver,1,126,0,2,76.0,0.0,0.74,0
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,-20.71,0,0,11,20,-9.96,-14.61,0.819,-21.51,14.94,9.64,0,0,4,24.54,416,4,Gold,0,51,0,5,18.32,11.7,-1.405,0
56-65_Asia-Pacific_Business_High,56-65,Asia-Pacific,Business,High,-17.15,0,0,0,0,-14.41,-28.17,-0.781,-18.23,4.32,34.33,1,0,3,11.17,21,0,Bronze,0,6,0,3,44.42,18.44,1.153,0
26-35_Latin America_Business_Medium,26-35,Latin America,Business,Medium,-14.71,0,0,0,0,-6.4,11.51,0.633,4.51,36.93,0.28,0,0,5,34.04,253,0,Silver,0,79,0,3,54.28,19.96,-1.382,0
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,6.83,2,0,0,0,-27.69,-0.52,1.0,-24.05,0.0,41.38,0,0,0,28.02,138,0,Bronze,0,1,0,2,25.92,7.95,-0.451,0
46-55_Europe_Business_High,46-55,Europe,Business,High,-30.29,0,0,10,23,-23.1,-6.16,1.0,-25.42,11.3,42.34,0,0,3,11.84,248,5,Gold,0,99,0,3,76.86,43.23,-0.337,0
46-55_North America_Leisure_Low,46-55,North America,Leisure,Low,-7.31,0,0,0,0,-8.24,-5.24,-1.526,5.19,6.93,15.51,0,0,4,42.14,1,0,Platinum,0,0,0,2,0.0,9.76,-0.797,0
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-22.7,0,0,11,27,-32.18,12.19,0.839,-9.53,52.57,2.01,0,0,3,12.97,296,4,Gold,0,140,0,3,71.41,12.72,1.383,1
36-45_North America_Business_High,36-45,North America,Business,High,-49.36,0,0,0,0,-14.38,-13.2,-0.172,-55.14,19.72,9.08,0,0,3,30.45,51,0,Bronze,0,48,0,4,25.11,28.75,-1.508,0
46-55_North America_Leisure_High,46-55,North America,Leisure,High,-21.83,0,0,12,22,0.63,39.39,-1.392,10.0,20.9,24.34,2,0,0,63.59,309,7,Bronze,0,197,0,4,34.01,46.74,0.424,0
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-23.01,0,0,13,21,-12.28,21.6,1.0,-25.35,0.0,24.26,1,0,0,109.98,149,8,Silver,1,203,1,1,24.78,46.19,-2.393,1
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,-11.58,0,1,0,0,-10.97,-11.46,-2.0,-43.64,0.89,80.35,0,0,3,19.63,388,0,Platinum,1,168,0,10,11.98,26.18,-0.057,0
65+_Latin America_Leisure_Low,65+,Latin America,Leisure,Low,-1.06,1,0,11,27,-40.69,-9.66,-2.0,4.33,9.13,22.04,0,0,1,12.28,230,7,Gold,0,12,0,2,18.59,67.9,-2.454,0
18-25_Asia-Pacific_Leisure_Low,18-25,Asia-Pacific,Leisure,Low,-11.12,0,0,13,20,-7.53,-54.68,1.0,-25.67,2.91,29.28,1,0,1,21.07,167,9,Gold,0,35,0,4,87.97,0.0,0.977,0
18-25_North America_Business_Medium,18-25,North America,Business,Medium,-30.56,1,0,8,20,-20.64,19.75,1.0,-40.28,16.14,31.78,0,0,0,31.01,129,10,Bronze,0,2,1,2,53.22,84.34,0.419,1
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-1.46,0,0,0,0,-9.32,-8.77,1.0,-10.99,7.2,18.58,0,0,1,22.82,26,0,Silver,1,10,0,2,38.67,39.72,-0.84,0
46-55_North America_Business_Low,46-55,North America,Business,Low,9.9,0,0,0,0,2.89,9.4,-1.86,1.04,50.74,0.0,1,0,1,6.69,18,0,Silver,0,7,0,1,71.59,12.68,0.711,0
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-0.18,2,0,14,22,-14.78,-4.29,-0.039,-12.41,4.13,47.31,0,0,1,1.84,184,4,Silver,0,1,0,4,19.15,17.8,-0.447,1
46-55_Europe_Leisure_Low,46-55,Europe,Leisure,Low,-18.64,0,0,8,21,-0.73,-32.02,-1.926,-35.59,0.0,7.82,0,0,1,31.79,204,10,Bronze,0,75,0,2,18.81,84.6,-1.991,0
56-65_Middle East_Mixed_Medium,56-65,Middle East,Mixed,Medium,-24.88,0,0,10,27,-28.6,7.83,-2.0,2.38,13.68,23.33,0,0,2,41.4,205,5,Bronze,0,109,0,2,40.33,36.4,0.128,1
